bcr_sample_barcode	bcr_analyte_barcode	experimental_protocol_type	protocol_file_name	protocol_name
TCGA-43-6770-01A	TCGA-43-6770-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-43-6770-01A	TCGA-43-6770-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-43-6770-10A	TCGA-43-6770-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-43-6770-10A	TCGA-43-6770-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-43-6770-11A	TCGA-43-6770-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-43-6770-11A	TCGA-43-6770-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-43-6771-01A	TCGA-43-6771-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-43-6771-01A	TCGA-43-6771-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-43-6771-01A	TCGA-43-6771-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-43-6771-01A	TCGA-43-6771-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-43-6771-10A	TCGA-43-6771-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-43-6771-10A	TCGA-43-6771-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-43-6771-11A	TCGA-43-6771-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-43-6771-11A	TCGA-43-6771-11A-01H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-43-6771-11A	TCGA-43-6771-11A-01R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-43-6771-11A	TCGA-43-6771-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-46-6025-01A	TCGA-46-6025-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-46-6025-01A	TCGA-46-6025-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-46-6025-01A	TCGA-46-6025-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-46-6025-01A	TCGA-46-6025-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-46-6025-10A	TCGA-46-6025-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-46-6025-10A	TCGA-46-6025-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-46-6026-01A	TCGA-46-6026-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-46-6026-01A	TCGA-46-6026-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-46-6026-01A	TCGA-46-6026-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-46-6026-01A	TCGA-46-6026-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-46-6026-10A	TCGA-46-6026-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-46-6026-10A	TCGA-46-6026-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-56-6545-01A	TCGA-56-6545-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-56-6545-01A	TCGA-56-6545-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-56-6545-01A	TCGA-56-6545-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-56-6545-01A	TCGA-56-6545-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-56-6545-10A	TCGA-56-6545-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-56-6545-10A	TCGA-56-6545-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-56-6546-01A	TCGA-56-6546-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-56-6546-01A	TCGA-56-6546-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-56-6546-01A	TCGA-56-6546-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-56-6546-01A	TCGA-56-6546-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-56-6546-10A	TCGA-56-6546-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-56-6546-10A	TCGA-56-6546-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-60-2709-01A	TCGA-60-2709-01A-21D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-60-2709-01A	TCGA-60-2709-01A-21H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-60-2709-01A	TCGA-60-2709-01A-21R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-60-2709-01A	TCGA-60-2709-01A-21W	Repli-G	[Not Available]	[Not Available]
TCGA-60-2709-11A	TCGA-60-2709-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-60-2709-11A	TCGA-60-2709-11A-01R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-60-2709-11A	TCGA-60-2709-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-63-6202-01A	TCGA-63-6202-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-63-6202-01A	TCGA-63-6202-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-63-6202-01A	TCGA-63-6202-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-63-6202-01A	TCGA-63-6202-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-63-6202-10A	TCGA-63-6202-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-63-6202-10A	TCGA-63-6202-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-70-6722-01A	TCGA-70-6722-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-70-6722-01A	TCGA-70-6722-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-70-6722-01A	TCGA-70-6722-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-70-6722-01A	TCGA-70-6722-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-70-6722-10A	TCGA-70-6722-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-70-6722-10A	TCGA-70-6722-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-70-6723-01A	TCGA-70-6723-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-70-6723-01A	TCGA-70-6723-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-70-6723-01A	TCGA-70-6723-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-70-6723-01A	TCGA-70-6723-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-70-6723-10A	TCGA-70-6723-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-70-6723-10A	TCGA-70-6723-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-85-6175-01A	TCGA-85-6175-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-85-6175-01A	TCGA-85-6175-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-85-6175-01A	TCGA-85-6175-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-85-6175-01A	TCGA-85-6175-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-85-6175-10A	TCGA-85-6175-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-85-6175-10A	TCGA-85-6175-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-85-6560-01A	TCGA-85-6560-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-85-6560-01A	TCGA-85-6560-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-85-6560-01A	TCGA-85-6560-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-85-6560-01A	TCGA-85-6560-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-85-6560-10A	TCGA-85-6560-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-85-6560-10A	TCGA-85-6560-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-85-6561-01A	TCGA-85-6561-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-85-6561-01A	TCGA-85-6561-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-85-6561-01A	TCGA-85-6561-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-85-6561-01A	TCGA-85-6561-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-85-6561-10A	TCGA-85-6561-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-85-6561-10A	TCGA-85-6561-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-22-5479-01A	TCGA-22-5479-01A-31D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-22-5479-01A	TCGA-22-5479-01A-31H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-22-5479-01A	TCGA-22-5479-01A-31R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-22-5479-01A	TCGA-22-5479-01A-31W	Repli-G	[Not Available]	[Not Available]
TCGA-22-5479-11A	TCGA-22-5479-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-22-5479-11A	TCGA-22-5479-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-22-5481-01A	TCGA-22-5481-01A-31D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-22-5481-01A	TCGA-22-5481-01A-31H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-22-5481-01A	TCGA-22-5481-01A-31R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-22-5481-01A	TCGA-22-5481-01A-31W	Repli-G	[Not Available]	[Not Available]
TCGA-22-5481-11A	TCGA-22-5481-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-22-5481-11A	TCGA-22-5481-11A-01R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-22-5481-11A	TCGA-22-5481-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-33-6738-01A	TCGA-33-6738-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-33-6738-01A	TCGA-33-6738-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-33-6738-01A	TCGA-33-6738-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-33-6738-01A	TCGA-33-6738-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-33-6738-11A	TCGA-33-6738-11A-02D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-33-6738-11A	TCGA-33-6738-11A-02W	Repli-G	[Not Available]	[Not Available]
TCGA-34-7107-01A	TCGA-34-7107-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-34-7107-01A	TCGA-34-7107-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-34-7107-01A	TCGA-34-7107-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-34-7107-01A	TCGA-34-7107-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-34-7107-10A	TCGA-34-7107-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-34-7107-10A	TCGA-34-7107-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-34-7107-11A	TCGA-34-7107-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-34-7107-11A	TCGA-34-7107-11A-01H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-34-7107-11A	TCGA-34-7107-11A-01R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-34-7107-11A	TCGA-34-7107-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-43-6773-01A	TCGA-43-6773-01A-41D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-43-6773-01A	TCGA-43-6773-01A-41H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-43-6773-01A	TCGA-43-6773-01A-41R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-43-6773-01A	TCGA-43-6773-01A-41W	Repli-G	[Not Available]	[Not Available]
TCGA-43-6773-10A	TCGA-43-6773-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-43-6773-10A	TCGA-43-6773-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-43-6773-11A	TCGA-43-6773-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-43-6773-11A	TCGA-43-6773-11A-01H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-43-6773-11A	TCGA-43-6773-11A-01R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-43-6773-11A	TCGA-43-6773-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-63-7020-01A	TCGA-63-7020-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-63-7020-01A	TCGA-63-7020-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-63-7020-01A	TCGA-63-7020-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-63-7020-01A	TCGA-63-7020-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-63-7020-10A	TCGA-63-7020-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-63-7020-10A	TCGA-63-7020-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-63-7021-01A	TCGA-63-7021-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-63-7021-01A	TCGA-63-7021-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-63-7021-01A	TCGA-63-7021-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-63-7021-01A	TCGA-63-7021-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-63-7021-10A	TCGA-63-7021-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-63-7021-10A	TCGA-63-7021-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-63-7022-01A	TCGA-63-7022-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-63-7022-01A	TCGA-63-7022-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-63-7022-01A	TCGA-63-7022-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-63-7022-01A	TCGA-63-7022-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-63-7022-10A	TCGA-63-7022-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-63-7022-10A	TCGA-63-7022-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-63-7023-01A	TCGA-63-7023-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-63-7023-01A	TCGA-63-7023-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-63-7023-01A	TCGA-63-7023-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-63-7023-01A	TCGA-63-7023-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-63-7023-10A	TCGA-63-7023-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-63-7023-10A	TCGA-63-7023-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-77-6842-01A	TCGA-77-6842-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-77-6842-01A	TCGA-77-6842-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-77-6842-01A	TCGA-77-6842-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-77-6842-01A	TCGA-77-6842-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-77-6842-10A	TCGA-77-6842-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-77-6842-10A	TCGA-77-6842-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-77-6842-11A	TCGA-77-6842-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-77-6842-11A	TCGA-77-6842-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-77-6843-01A	TCGA-77-6843-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-77-6843-01A	TCGA-77-6843-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-77-6843-01A	TCGA-77-6843-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-77-6843-01A	TCGA-77-6843-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-77-6843-10A	TCGA-77-6843-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-77-6843-10A	TCGA-77-6843-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-77-6843-11A	TCGA-77-6843-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-77-6843-11A	TCGA-77-6843-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-77-6844-01A	TCGA-77-6844-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-77-6844-01A	TCGA-77-6844-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-77-6844-01A	TCGA-77-6844-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-77-6844-01A	TCGA-77-6844-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-77-6844-10A	TCGA-77-6844-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-77-6844-10A	TCGA-77-6844-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-77-6844-11A	TCGA-77-6844-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-77-6844-11A	TCGA-77-6844-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-77-6845-01A	TCGA-77-6845-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-77-6845-01A	TCGA-77-6845-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-77-6845-01A	TCGA-77-6845-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-77-6845-01A	TCGA-77-6845-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-77-6845-10A	TCGA-77-6845-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-77-6845-10A	TCGA-77-6845-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-77-6845-11A	TCGA-77-6845-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-77-6845-11A	TCGA-77-6845-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-79-5596-01A	TCGA-79-5596-01A-31D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-79-5596-01A	TCGA-79-5596-01A-31H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-79-5596-01A	TCGA-79-5596-01A-31R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-79-5596-01A	TCGA-79-5596-01A-31W	Repli-G	[Not Available]	[Not Available]
TCGA-79-5596-10A	TCGA-79-5596-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-79-5596-10A	TCGA-79-5596-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-85-6798-01A	TCGA-85-6798-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-85-6798-01A	TCGA-85-6798-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-85-6798-01A	TCGA-85-6798-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-85-6798-01A	TCGA-85-6798-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-85-6798-10A	TCGA-85-6798-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-85-6798-10A	TCGA-85-6798-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-90-6837-01A	TCGA-90-6837-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-90-6837-01A	TCGA-90-6837-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-90-6837-01A	TCGA-90-6837-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-90-6837-01A	TCGA-90-6837-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-90-6837-10A	TCGA-90-6837-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-90-6837-10A	TCGA-90-6837-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-90-6837-11A	TCGA-90-6837-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-90-6837-11A	TCGA-90-6837-11A-01H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-90-6837-11A	TCGA-90-6837-11A-01R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-90-6837-11A	TCGA-90-6837-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-94-7033-01A	TCGA-94-7033-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-94-7033-01A	TCGA-94-7033-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-94-7033-01A	TCGA-94-7033-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-94-7033-01A	TCGA-94-7033-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-94-7033-10A	TCGA-94-7033-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-94-7033-10A	TCGA-94-7033-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-51-6867-01A	TCGA-51-6867-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-51-6867-01A	TCGA-51-6867-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-51-6867-01A	TCGA-51-6867-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-51-6867-01A	TCGA-51-6867-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-51-6867-11A	TCGA-51-6867-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-51-6867-11A	TCGA-51-6867-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-56-7221-01A	TCGA-56-7221-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-56-7221-01A	TCGA-56-7221-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-56-7221-01A	TCGA-56-7221-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-56-7221-01A	TCGA-56-7221-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-56-7221-10A	TCGA-56-7221-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-56-7221-10A	TCGA-56-7221-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-56-7222-01A	TCGA-56-7222-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-56-7222-01A	TCGA-56-7222-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-56-7222-01A	TCGA-56-7222-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-56-7222-01A	TCGA-56-7222-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-56-7222-10A	TCGA-56-7222-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-56-7222-10A	TCGA-56-7222-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-56-7222-11A	TCGA-56-7222-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-56-7222-11A	TCGA-56-7222-11A-01H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-56-7222-11A	TCGA-56-7222-11A-01R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-56-7222-11A	TCGA-56-7222-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-56-7223-01A	TCGA-56-7223-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-56-7223-01A	TCGA-56-7223-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-56-7223-01A	TCGA-56-7223-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-56-7223-01A	TCGA-56-7223-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-56-7223-10A	TCGA-56-7223-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-56-7223-10A	TCGA-56-7223-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-56-7579-01A	TCGA-56-7579-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-56-7579-01A	TCGA-56-7579-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-56-7579-01A	TCGA-56-7579-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-56-7579-01A	TCGA-56-7579-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-56-7579-10A	TCGA-56-7579-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-56-7579-10A	TCGA-56-7579-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-56-7579-11A	TCGA-56-7579-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-56-7579-11A	TCGA-56-7579-11A-01H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-56-7579-11A	TCGA-56-7579-11A-01R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-56-7579-11A	TCGA-56-7579-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-56-7580-01A	TCGA-56-7580-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-56-7580-01A	TCGA-56-7580-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-56-7580-01A	TCGA-56-7580-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-56-7580-01A	TCGA-56-7580-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-56-7580-10A	TCGA-56-7580-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-56-7580-10A	TCGA-56-7580-10A-01W	Repli-G	[Not Available]	[Not Available]
